e,n,detail
2685477,1248676,"Tagsüber 2 Schwarz-Weisse Mücken mit gestreifte beinen gesehn, bin mir fast sicher das es die Tigermücke war. Bild ist aber aus den Internet da ich ein foto machen wollte, aber die Mücke bereits wieder weg war. Standort ist im oberen bereich des Friedhofes nahe vom James Joyce Grab und Waldrand."
2684805,1247147,"Verdacht auf Tigermücke. Die Farben können verändert sein, weil sie mit einem Elektro Racket getötet wurde."
2680688,1248220,Ratte
2682580,1249125,Wurde am Nachmittag von Mücken gestochen. Eine erwischt. Sieht nach Tigermücke aus.
2682600,1249247,Tigermücke
2686906,1250651,Nochmals eine Tigerstechmücke?
2682038,1243850,Tigermücke heute gesehen auf der Hose
2685769,1244802,Tigermücke
2682118,1251779,Tigermücke
2683976,1248529,"Am Mittwoch, 28. August haben wir mit Nachbarn in unserem Garten Zmittag gegessen. Dabei hat ein Nachbar eine Mücke erwischt. Beim Nachsehen in der Hand sahen wir, dass es sich um eine Tigermücke mit dem auffällig schwarz/weiss gestreiften Körper handelt. <br/>  <br/> In der heutigen NZZ habe ich gelesen, dass man solche Sichtungen über diese Webseite melden soll. Wir haben die Tigermücke NICHT fotografiert. Das Foto oben stammt aus dem Internet, da ich die Meldung ohne Foto nicht abschicken kann."
2682511,1249907,Tigermücke
2683646,1251788,Vermutlich Tigermücke gesichtet und eliminiert
2681751,1249725,Das ist wohl eine Tigermücke
2682225,1249069,"Tigermücke I've been bitten twice by a tiger mosquito inside my house, probably came through the open window Mosquito has been killed"
2683605,1249043,Nosferatuspinne
2681887,1242370,Tigermücke beim Vitaparcours station 9
2683090,1250889,Tote Tigermücke im Hauseingang gefunden
2682151,1248912,Tigermücke in Wohnung gefunden
2686839,1245644,"Tigermücke,"
2679587,1248033,Nosefratu-Spinne
2681505,1246567,Tigermücke?
2682151,1244095,Evt. Tigermücke
2683214,1253648,Tiegermücke in Wohnung
2681090,1247249,Tigermücke auf Haustüre gesichtet
2679767,1249048,Tigermücken gesichtet
2686210,1245527,Tigermücke am Waldrand Leider konnte ich kein Foto machen. Lästige Stiche
2685469,1251293,"Tigermücke in Schwamendingen, nicht die erste die ich sehe <br/>  <br/> Im Glas noch lebendig, danach wie auf SRF beschrieben eingefrohren"
2679783,1246820,Mögliche Tiegermücke
2683212,1251075,Tigermücke in Kreis 11
2683304,1249799,"Stechmücke in Wohnung Kreis 6, tagsüber 11.09.2024. <br/>  <br/> Ist es die Japanische Buschmücke (Ae. japonicus)? Keine Tigermücke?"
2683184,1251135,"Bin nicht sicher, ob es sich um eine Tigermücke handelt. Die Mücke war am Tag aktiv. Hat mich aber noch nicht gestochen."
2679061,1247309,Tiegermücke. Wiederholter Fund.
2682781,1253498,Tigermücke  8052 Zürich
2682914,1244212,Tigermücke in der Wohnung getötet?
2683920,1250848,"Evt eine Tiegermücke, ich bin unsicher."
2680522,1250694,Eventuell mehrere Tigermücken gesichtet
2684178,1248657,Tigermücke
2679760,1253795,Katzensee Tiegermücke entdeckt
2682525,1249916,Tigermücke gesichtet bzw. eingefangen.
2681844,1250249,Schaut aus wie eine asiatische Tiegermücke.
2679642,1250821,Tigermücke?
2681914,1244135,Tiegermücke?
2678457,1248903,Fund einer asiatischen Tigermücke.
2684794,1246382,Heute Vormittag in unserem Garten erledigt. Könnte eine Tigermücke sein. Haben solche seit ca. 2 Monaten immer wieder im Garten. Stechen auch tagsüber und Stich heilt nur sehr langsam ab.
2684347,1246775,Asiatische Tigermücke Sichtung im Artergut Park
2682622,1244298,Vermutung auf Tigermücke in der Wohnung
2684696,1248583,Tigermücke
2679336,1247882,Tigermücke in der Wohnung
2680070,1247469,2x Tigermücke in der Wohnung. von einer gestochen worden. Leider zerquetscht und ohne Foto. (Foto zeigt etwas anderes)
2680207,1244719,Möglicherweise Tigermücken gefunden (siehe Foto)
2684713,1248539,Tigermucke?
2680783,1250516,Könnte das evtl. Eine Tigermücke sein?
2681163,1245646,Bereits mehrere Tiegermüken gefunden.
2682173,1244830,"Tigermücke? Am Samstag, 21.09., in meiner Wohnung gesichtet."
2682083,1243284,- evt eine tigermücke - konte sie leider nicht lebend einfangen- leider auch entsorgt- aber sie ist def. eine-
2683064,1249732,"Ich denke, ich habe in unserer Wohnung letzte Woche eine Tigermücke gesichtet (und beseitigt), siehe Foto."
2680623,1250314,Mögliche Tiegermücke.
2680980,1249986,Nosferatu Spinne
2683858,1248614,Ich habe eine Tigermücke gefunden.
2679798,1247587,"Wir finden immer wiedermal eine Tigermücke. Es gibt einen Gulli im Innenhof, wecher vielleicht ein Brutort sein könnte."
2683413,1249054,"Sichtung Tigermücke (?) (27.9.24, 8:20 Uhr)"
2684573,1245139,Ratte im Cafe Badi Tiefenbrunnen
2679408,1247009,Tigermücke
2685053,1246936,Verdacht auf Tigermücke Wir haben nur eine in der Wohnung gehabt
2680910,1245471,Tigermücke
2682383,1249504,"Reiswanzen mit Schadenbefall im Vorgarten, Balkon.Pflanzen werden durchlöchert. In allen 4 Stadien vorkommend."
2681322,1246644,"Womöglich Nosferatu Spinne, gross, gefangen am 27. September in der 2. Etage."
2681331,1246619,Nosferatu-Spinne. Von draussen in die Wohnung rein gekrabbelt (5.10.2024) und eingefangen.
2682421,1251639,"Guten Tag Wir haben bei uns im Garten vermutlich (?) eine Tigermücke gesehen —> siehe Bild! Wir haben sie getötet und anschliessend, da sie nicht mehr als Tigermücke erkennbar war, weggeworfen! Freundliche Grüsse Peter Ries (079 362 42 37)"
2682396,1249827,Vor meinem Küchenfenster im 4.Stock an einer Pflanze diesen mir unbekannten „Käfer“ gefunden
2682728,1247796,Ganzer Brunnen ist/war voll mit diesen fliegenden Schädlingen. Diese waren an warmen Tagen über 100 m entfernt auch noch anzutreffen.
2682075,1248726,Tigermücke (am unteren Rand des Spiegels) bei uns in der Wohnung
2682893,1249029,Ev. Tigermücke?
2680119,1247136,"Schwarz-weiss gestreifte Mücke, mit gestreiften beinen. Um 17:00 gesichtet, mehrere Tiere."
2678513,1251187,Ist das eine Tigermücke? Leider unscharfes Bild.
2681661,1248972,"Tigermücke gesehen und anschliessend zerquetscht, Leider habe ich kein Foto gemacht."
2682927,1249189,Tigermücke in der Wohnung gefunden.
2682316,1249018,"Ratte mittlerer Grösse verlässt Hecke Richtung Hof der Siedlung zwischen Fabrikstrasse und Limmatstrasse 184. Freitag, 11.10.2024, 8:15 Uhr."
2682569,1252360,"Ich vermute ich habe eine Tigermücke in unserem Garten erwischt. Dies sollte man hier melden, oder?"
2679348,1248252,Tigermücke
2679356,1249337,Tiegermücke im Schlafzimmer gesichtet
2680687,1247141,Tiegermücke? 11.10.24 in der Wohnung
2680089,1248332,"Ich wurde heute Abend in unserer Küche von einer Schnake „angegriffen“. Ich versuchte darum darum, sie zu „erledigen“, und war erfolgreich. Als ich meine Beute genauer anschaute, kam mir der Verdacht, dass es sich um eine Tigermücke handeln könnte."
2684539,1247609,Eine Nosferatu-Spinne gefunden (und lebend in Gefangenschaft genommen) im 4. OG an einer Küchenwand.
2680165,1244993,"Gestern beim Wandern von Station Triemli zum Üetliberg um ca 18 Uhr von Hunderten Mücken umzingelt und aggressivst verstochen worden. Bei genauerem Hinsehen fragten wir uns, ob es sich um Tigermücken handeln könnte."
2680177,1244980,Besseres bild.. Tigermücke?
2681647,1250081,"Zum ersten Mal so ein Insekt gesehen, wollte das melden."
2679678,1249277,Tigermücke?
2679405,1251037,Handelt es hier um asiatische Tigermücken? Sind getötet aber intakt. Soll ich die Ihnen per Post schicken?
2680817,1251939,Möglicherweise Tiegermücke (unsicher)
2682561,1249333,Wir haben in einem Schrank mit Lebensmittel winzig kleine Viehcher. Von blosem Auge kaum erkennbar. Was können wir tun?
2683840,1247520,Rechberg park tigermücke
2679957,1247881,Meldung von Tigermückensichtung durch Mieter
2682540,1249936,"Whs. gibt es bei uns an der Strasse / im Garten Tigermücken. Auf dem Foto ist die Mücke nicht perfekt erkennbar. Die Grösse stimmt (kleiner als ein 5 Rp. Stück). Ebenso die weissen Striche auf dem Beinen. Ich wurde schon mehrmals am Tag gestochen, das deutet auch auf die Tiegermücke hin."
2680317,1252670,"Mögliche Tigermücke. Wir hatten bereits einmal eine in unserem Hause, ohne ein Bild zu machen. Bei dieser hier sind wir uns aber nicht sicher."
2681998,1248326,Eventuell eine Tigermücke
2679367,1245091,Tigermücke
2683284,1248566,Zwei ausgewachsene Asiatische Buschmücken entdeckt.
2678671,1249082,Tigermücke
2682533,1248783,Es liegt eine tote Ratte hier
2681521,1249626,Mehrere Biberschäden an den Bäumen (Foto von Amperebrücke in Richtung Hardturmsteg) Bitte Bäume mit Gitter ummanteln.
2682466,1245973,"Es ist schon ein paar Monate her... Im Oktober habe ich mehrere Tigermücken zwischen der Villa Schönberg und dem Quartiertreff Enge gesehen (beim Baumstrunk). Und nun wurde ich gerade durch einen Tagi-Artikel darauf aufmerksam gemacht, dass man dies melden sollte. Fotos habe ich leider keine, die Beine waren allerdings klar schwarz-weiss gestreift, und wir wurden auch gestochen."
2683226,1252100,"Die Fassade an der RDW-Str. 3 ist seit mehreren Jahren von einem gravierenden Spinnenbefall geprägt. Die Schädlinge sind nicht nur in hoher Anzahl, auch teils gross wie eine 5 CHF Münzen. Die vorliegende Situation ist deutlich unangenehm. Eine derarte Wildnis an einer der wesentlich frequentierten Strassen im Quartier (ETH, und städtische Kreis 11 Amt) welche derart ungepflegt ist, verwundert einen sehr ob Kreis 11 keine Aufmerksamkeit verdient wie anderenorts in der Stadt"
2679954,1250748,"Guten Tag <br/>  <br/> Ich weiss nicht, ob ich bei Ihnen richtig bin: Beim Sandhaufen des Spielplatzes ""Scherrerwiese"" hat es etwa 200 Bienen, die auf der Suche nach etwas sind. Ein Sandhaufen mit Kleinkindern ist dafür nicht ideal. <br/>  <br/> Freundliche Grüsse"
2679946,1250756,"Hallo, heute Nachmittag gab es einen Wespenschwarm auf dem Spielplatzgelände. Es sah so aus, als würden sie ein Nest in der Grünanlage neben dem Sandkasten bauen. Bitte überprüfen Sie es und verlegen Sie das Nest vielleicht an einen anderen Ort."
2679933,1250758,Der Platz ist voller Wespen
2684990,1251901,"Hummelnestmotte. Zuerst in den Schlafzimmern, jetzt im Wohnzimmer."
2682648,1250382,"Hi, we reported an ant issue last week, and someone came to treat it. Initially, it worked well and the ants disappeared for about three days. However, they’ve recently come back in large numbers. It seems the poisonous bait might have run out, as ants are still coming from the bathroom, kitchen, and the outside window. <br/>  <br/> We’d like to wait patiently as advised, but we’re concerned the problem might worsen and start affecting our daily life. Could you please arrange another visit soon? Thank you very much!"
2682224,1246873,Erdwespennest auf einen der Wege auf den kleinen Hügel beim Spielplatz.
2682224,1246873,Erdwespennest auf einen der Wege auf den kleinen Hügel beim Spielplatz.
2680314,1247502,Ich wurde am 3. Mai von einem Insekt an der rechten Hand gestochen. Es war weder eine Biene noch eine Wespe. Das Insekt (mehrere) flog(en) aus meinem Vogelhaus. Zum Glück konnte ich mich rechtzeitig in Sicherheit bringen.
2680314,1247502,Ich wurde am 3. Mai von einem Insekt an der rechten Hand gestochen. Es war weder eine Biene noch eine Wespe. Das Insekt (mehrere) flog(en) aus meinem Vogelhaus. Zum Glück konnte ich mich rechtzeitig in Sicherheit bringen.
2682010,1250638,Tigermücke in Zürich / im Wald Käferberg. Wollte mich stechen. ich war schneller...
2684896,1249001,"Ich habe keine Bilder vor Ort gemacht. Letzte Woche am Freitag war ich mit einer Gruppe im Züriberg Wald unterwegs und plötzlich waren viele Tigermücken bei uns. <br/>  <br/> Ich wollte das melden, da ich diesen Artikel gelesen habe (sehe Bild)."
2683601,1247225,Könnte eine Tiegermücke sein? Heute 7.5.25 gefunden.
2681165,1245459,"Guten Tag, Ich habe gerade den Tagi-Artikel über die Ausbreitung der Tigermücken in der Stadt Zürich gelesen. Letzten Herbst sind mir in der Nähe vom Strassenverkehrsamt auch mehrere (vermeindliche) Exemplare davon aufgefallen (siehe angehängtes Foto). Dachte ich melde dies Mal hier, falls es von Bedeutung wäre."
2680662,1247979,Ganzer Laubbaum befallen von (wahrscheinlich) Schwammspinner-Maden. Befallener Baum ist auf höhe der Haltestelle “altes Krematorium” auf der rechten Seite (Fahrtrichtung Hubertus). Danke!
2679921,1248558,Grüezi <br/>  <br/> Wir haben inner einer Woche 2 Unserer Meinung nach Tigermücken gesichtet. <br/>  <br/> Vielen Dank
2683209,1246828,Ratte über die Strasse gelaufen um 18.00 8. Mai 2025.
2679242,1251594,Tigermücke?
2684686,1247469,Tigermücke
2684088,1250771,Mögliche Tigermücke in Wohnung gesichtet.
2681786,1250528,"Hallo, <br/>  <br/> Konnte es eine Tigermucke sein? <br/>  <br/> Herzlich"
2682333,1249049,"Ratte (mittelgross), die aus dem Hof der Siedlung den Weg überquert und in der Hecke verschwindet."
2684052,1248084,"Guten Tag, Eine Mücke mit auffälligen Schwarz-Weissen Streifen ist in mein Fenster geflogen. Ich habe die Mücke auf Klebstreifen gefangen."
2683818,1251129,Mögliche Tigermucke gefunden.
2682291,1250159,Vermutlich Tiger- oder Buschmücke Höhe Wibichstrasse 35
2682095,1251595,"Ich habe in meiner Wohnung in 8046Z ürich mehrere verdächtige Mücken gefunden. Die Bilder deuten auf Tigermücken hin. <br/>  <br/> Bitte um Rückmeldung, ob weitere Schritte nötig sind."
2679025,1248297,Tigermücke bei uns im Badezimmer entdeckt.
2678999,1248927,"Mögliche aussetzung eines Haustiers, ich konnte kein tier direkt sehen aber es sieht stak danach aus. Es sollte schleunigst dafür geschaut werden. Streuner sind keine glückliche Tiere. Und das wären Fiese Besitzer :( <br/>  <br/> Bitte Schaut nach"
2686368,1246072,Möglicherweise Tigermücke. Gemäss Anwohnern über ganzen Winter hier gewesen
2679621,1246831,Ist das eine Tigermücke?
2681432,1245433,"Tigermücke? Tagesaktive Mücken, etwas kleiner als einheimische Mücken, ziemlich aggressiv, weiss-schwarz gesprenkelte Beine wie bei Tigermücken. Ort: Finnenbahn Allmend/Brunau vis-à-vis UBS-Gebäude.(Kein entspr. Foto vorhanden, weil ich die Viecher jeweils zerklatsche. Weil es ein Foto braucht für die Übermittlung, schicke ich ein Blumenbild; schönen Tag)"
2680573,1250525,Tigermücke erschlagen an J. Burckhardstr.
2682507,1249260,Tigermücke ? Tot geschlagen auf meinem handrücken. 19.05.2025 gg 21.30h
2680476,1252494,"Auf meinem Balkon sah ich diese Mücke und habe sie aus Reflex ""geklatscht"". Nun frage ich mich: ist das eine Tigermücke?"
2679100,1248313,Ameisenplage
2683841,1252922,Grüezi Wc seit mehrere Tagen defekt.
2678657,1252014,Tigermücke (?) in Rütihof. Sass unter den Bäumen an der angegeben Position ca. 20:45. Einige mehr kamen geflogen.
2685091,1246649,Asiatische Tigermücke nähe Klusplatz in der Wohnung gefunden. Weist Streifen auf Rücken und Beinen auf. Passt zur Beschreibung.
2680276,1251029,"Guten Abend, wir denken dass das eine Tigermücke sein könnte?"
2687851,1246265,Tigermücke
2680848,1250085,"Liebes sauberes Züri, Ich habe heute Abend eine Mücke erlegt und Frage Sie nun, ob das eine Tigermücke ist. Zum Vergleich, ein Bild mit , eines ohne Blitz.Auf dem Bild mit Blitz erscheinen weisse Stellen."
2680855,1249517,Tigermücke?
2681248,1245549,Bei Schrebergärten Uetlihof. Tiegermücken entdeckt.
2684098,1251406,"Ich vermute eine Tigermücke, sie hat 3 weisse Ringe an den Hinterbeinen. Bild ist leider nicht sehr gut, da die Mücke nicht willkommen war."
2680721,1250157,Tigermücke
2686947,1250498,Meines Erachtens eine Tigermücke. Meldepflicht
2677892,1249661,Tigermücke entdeckt.
2679485,1247075,Tigermücke gesichtet
2680539,1250108,Wir haben in unserer Wohnung soeben eine Tigermücke erschlagen und melden dies auf Grund des aktuellen Artikels im Tagblatt
2684341,1249170,Wir haben gestern an dieser Stelle im Wald bei der Bank viele Tigermücken gesehen. Leider haben wir kein Foto aber die Beine waren eindeutig schwarz-weiss gestreift.
2681383,1249799,Tigermücke im Gartenareal Breitenstein. Mein Vater wurde von einer Tigermücke gestochen. Ist dies die richtige Platform um dies zu melden.
2682659,1249361,"Grüezi, Ist das eines der gesuchten invasiven Insekten? Ich habs gestern nach 17 Uhr im Hauseingang gefunden, und es hat sich kaum bewegt. Freundliche Grüsse"
2680755,1248815,"Es stinkt (wieder) sehr stark nach Mist oder etwas fauligem. Der Gestank ist auf Strassenebe aber auch noch im 4. Stock feststellbar. Etwas weniger stark im 4. Stock auf der Hofseite. Als Quelle kommen evtl. die Lastwagen-Waschanlage des Schlachthofs oder das Areal bei der SBB (Grube zwischen depot und Duttweilerbrücke) in Frage. Bei der Bushaltestelle Herdernstrsse (Richtung Bhf. Altstetten) ist der Gestank auch sehr stark. Der Gestanke tritt seit gut einem Monat auf, speziell nach Regen."
2680315,1252670,Könnte das eine Tigermücke sein? Gefunden in unserer Wohnung.
2679299,1251366,"Keine Ahnung, ob diese Riesenwespen geschützt sind oder ein Killer Zombie Schädling aus China… Sie sind etwa doppelt so gross wie normale Wespen und haben hier ein Nest. Direkt neben dem Kindergarten Riedhof und dem neuen Schulhaus. Ich finde sie unheimlich, aber ich hab ja keine Ahnung 🙄 sie sind im Baum direkt neben dem Eingang zum Kindergarten rechts von oben gesehen."
2687008,1245927,"Der spielplatz ist voll Ameisen, kinder schreien, haben Angst und wollen wegen Ameisen nest beim ruschtbahn nicht mehr rutschen. Können Sie bitte die entfernen"
2678407,1248852,"Hallo Wir sind uns nicht sicher, ob es sich um eine Tigermücke handelt? Vielen Dank und liebe Grüsse"
2681453,1250061,Ich glaube es handelt sich hier um die als invasiv bezeichnete Japanische Buschmücke.
2681453,1250061,"Ich habe noch eine gefunden, in der Wohnung."
2681833,1243820,Japankäfer?? Tot in unserer Giesskanne
2681388,1250043,Möglicherweise invasive Tiger- oder Buschmücke
2681541,1243721,Eine Tigermücke wurde gesichtet.
2677674,1249261,Tigermücke?
2682153,1249179,"Ratte verschwand heute, 21.6., 10:15 Uhr in der Brombeerhecke neben dem Bahnviadukt."
2678267,1251882,Haben heute ev eine Tigermücke in unserer Wohnung erschlagen. Stimmt das? Viele Grüsse Kerstin Hartung
2683664,1251006,Eventuell Tiegemücke entedckt.
2687778,1245244,Mögliche Sichtung einer schwarz-weiss gestreiften Mücke (zumindest gestreifte Beine). Das Tier wurde leider nicht aufbewahrt.
2679517,1247821,Vermutlich Asiatische Buschmücke (3 weisse Streifen auf Hinterbeinen). Davon gibt es viele hier.
2687288,1246099,"Verdacht auf Tiegermücke GZ Witikon, Witikonerstr. 405, 8053 Zürich Exemplar in Klebetreifen (s. Fotos) bei Bedarf vorhanden"
2683392,1251871,Versträutes Taubenfutter
2678491,1249257,Ist dies eine Tigermücke?
2680244,1248160,Tigermücke gesichtet
2683376,1249051,"Wir sind unsicher, ob es sich um eine Tigermücke handelt. Grösse stimmt allenfalls nicht, Zeichnung scheint klarer?"
2679589,1250940,Möglicherweise handelt es sich hier um eine Tigermücke. Eine ähnliches Exemplar haben wir bereits letztes Woche gefunden.
2681984,1247498,"Meldung einer Tigermücke in der Wohnung. Falls Massnahmen nötig sind, nehmen Sie bitte Kontakt mit mir auf. Beste Grüsse"
2682422,1243650,Vermutlich habe ich eben in meinem Garten eine Japanische Buschmücke erlegt.
2680315,1246297,Tigermücke erledigt?
2678673,1252101,Evtl. Tiegermücke
2678488,1248309,"Am östlichem Rand der Beachvolleyballfelder hat es extrem viele und vor allem aggressive Ameisen. Das Stehen und Deponieren von Sachen in diesem Bereich ist unmöglich. im Frühling war es weniger schlimm, aber nun ist es kaum auszuhalten. Vielleicht könnte jemand dies kontrollieren? Vielen herzlichen Dank!"
2685135,1246924,Toter Vogel auf Vordach. Leider unerreichbar ohne passende Leiter
2681438,1243252,Verdacht auf asiatische Tigermücke. Zum Vergleich sind auf Fotos ein Zweifranken bzw Eineurostück hinterlegt.
2684527,1251404,Tigermücke (?)
2681756,1246501,Tigermücke?
2681600,1246871,Tigermücke
2678194,1252196,Was ist das für ein Tier?
2678522,1248448,Guten Tag Ich habe diese Mücke gesehen. Könnte es eine Tigermücke sein? <br/>  <br/> Ich habe sie aufbewahrt.
2678503,1251472,In der Männer garderobe des Freibads Zwischen den Hölzern hat es viele Mücken. Wahrscheinlich Asiatische Buschmücke. Siehe Foto. Vielleicht kann man sie bekämpfen. Freundliche Grüsse
2682365,1245785,Tigermücke in der Wohnung erschlagen
2681868,1249943,"Sichtung einer Asiatischen Tigermücke (wurde fast gestochen, konnte sie nicht einfangen und kein Foto aufnehmen). Bin mir aber sehr sicher, dass es eine Asiatische Tigermücke war. <br/>  <br/> Anbei finden sie ein Foto aus dem Internet, da ich die Meldung nicht absenden kann ohne Anhang."
2682161,1248892,Ist das eine Tigermücke?
2681643,1243969,Vermeintliche Tigermücke. Siehe Bilder. Tier ist noch vorhanden.
2682072,1249843,Hallo Platanen-netzwanze an der bushaltestelle vom 46er richtung rütihof entdekt. Vermutlich in den bäumen um den kleinen sportplatz herum sesshaft. Liebe grüsse.
2680943,1248623,Massiver Gestank vom Schlachthof wegen der Wind Lage. Habe die Fenster geschlossen .  <br/>  <br/> Danke und freundliche Grüsse <br/>  <br/>
2681273,1250183,Bei der Gartenarbeit wurde ich diese Woche mehrmals von einer Tigermücke gestochen.
2682316,1244593,"Eine Tigermücke hat mich angegriffen, musste dafür ihr Leben lassen."
2683341,1249266,"Hallo - ich denke, bei uns gibt es Reiswanzen. Obwohl nicht meldepflichtig, wollte ich dies melden, falls es etwas zu machen gibt."
2682358,1248710,An der Gasometerstrasse hat es einen massiven Madenbefall der sich von der Abfallstelle in Richtung Strasse ausbreitet.
2680365,1248198,Über dem Eingang zum Kindergarten Letzigraben 25a hat es ein Wespennest
2678195,1252189,Ist das eine einheimische Hornisse? Gruss und Dank  <br/>  <br/> P. S. Die Kategorie “Schädlinge” ist nicht unbedingt zeitgemäß 😉
2680796,1246829,"I have killed a mosquito which looks like Tiger mosquito (Tigermücke). I am not sure if this is still needed, but back in 2024 there was a request to report these."
2681839,1247812,Tigermücke in der Wohnung
2685052,1247902,Wir haben Kakerlaken bei uns in der Wohnung gefunden. In den letzten 2-4 Wochen haben wir wöchentlich 1-2 Kakerlaken gefunden. Zuerst dachten wir dies wäre nur ein zufall aber jetzt nach 6 stücken müssen die irgendwo herkommen. Leider habe ich sie alle immer entsorgt und daher kein foto von ihnen gemacht.
2681877,1249782,Tiegermücke
2684665,1247903,Habe heute morgen 10:12 die weisse Ratte gesehen gleich neben dem Coop und der Endhaltestelle der Tram 5 gleich neben dem baum
2678301,1251851,"Am Kumkuatbaum, ca 4 x grösser als eine Biene, Farbe dunkelblau bis schwarz"
2682488,1250729,Möglicherweise Sichtung einer Tigermücke.
2682485,1250730,Möglicherweise Tigermücke gesichtet
2681292,1250160,Ich habe die Tigermücke beim Aufräumen des Frühstückstisch zufälligerweise erwischt.
2679901,1247993,Tigermücke gefunden und gefangen
2686358,1249995,Hornissen oder asiatische Wespen im Vogelhäuschen. 10 m vor Kreuzung Franzosenweg mit Weibelackerweg auf Franzosenweg Richtung Ziegelhütte.
2681380,1243353,"Wasp Nest. Kann man es entfernen lassen? Wenn ja, wie geht man vor? Danke."
2682412,1243422,Vermutlich habe ich grüne Baumwanzen an den Pflanzen auf dem Balkon.
2683750,1245866,Rattennest am See
2683409,1249098,"Insektenfalle liegt am Boden. Die Aufnahme ist von gestern, evtl wurde es in Zwischenzeit behoben"
2678301,1251851,"Ca 4 cm grosses fliegenartiges Insekt, fast so gross wie meine Kumquats! Wir haben das Insekt etwa 4 Tage an den Blüten des Kumquat-Baumes sichten können. Hat einen Freund von mir gestochen. Er erhielt einige Zeit später eine stark angeschwollene Hand und musste zum Arzt. Ich dürfte Ihnen den Namen des Arztes geben. Er ist Ihnen gegenüber vom Arztgeheimnis befreit."
2680835,1246995,"In der waschküche, habe ich heute eine maus entdeckt. Die Verwaltung wurde informiert. Wie genau ist das Vorgehen? Danke im Voraus für die Rückmeldung. Freundliche Grüsse, Gabriela Kappeler"
2679073,1250956,"Guten Tag, Bei uns sind in der letzten Tagen vermehrt diese Stechmücken zu sehen. Sie sind ziemlich schnell, schwarz und etwas grösser, als die herkömmlichen. Gemäss Bilderkennung über Google ist es ein Aades. Bitte um Info bezüglich weiteren Vorgehen."
2682444,1249768,Tigermücke
2681988,1249967,Wespennest! Ultra aggresive Wespen! Bitte kümmern! Da laufen jeden Tag Kinder durch!
2677598,1249145,Weiss nicht ob es die Invasiven sind...
2680629,1248406,Es stinkt immer noch nach Schlachthof...jeden Tag...seit Wochen!
2683582,1246647,Im Bereich zwischen Quaibrücke und Badi Utoquai habe ich in den vergangenen Wochen mehrfach Ratten gesehen. 2x auf Höhe des Sechseläutenplatzes sowie 1x 2 Ratten zwischen Pumpstation und Badi Utoquai. Diese scheinen in den Hecken zu leben Leider konnte ich keine Fotos machen und habe deshalb ein schwarzes Bild als Platzhalter
2683766,1246736,Die Ratten scheinen sich hier sichtlich wohl zu fühlen und nicht sonderlich scheu zu sein.
2679096,1251691,Tigermücke?
2681836,1243815,Tigermücke? Getötet in der Wohnung.
2682157,1248957,Mögliche Tigermücke da weiss gestreift.
2683401,1251835,Die tote Taube liegt immer noch in der Kabelführung unter dem Dach des Perrons Nr. 8 auf Höhe des orangen Mehrfahrkartenentwerters
2681762,1247850,"Gestern, vorgestern, heute 19.November stinkt es vom Schlachthof her grausig. Was ist da los? Was wird da gemacht?"
2681494,1247751,Defekte WC Türe von öffentlichen WC schliesst nicht mehr
2683531,1247919,"Der Drückknopf in der Toilette, aus dem das Wasser kommen sollte um die Hände zu Waschen funktioniert nicht. Es kommt kein Wasser. <br/>  <br/> Es wäre toll, wenn man sich wieder die Hände waschen könnte.:("
